Waterbody,Sampling_Date,Latitude,Longitude,Taxon,TLEN,RWT,Sex,As_ug_ww,System_Type,Data_source,As_ug_ww_RAND,Marine,PORTION_TYPE_CODE,PORTION_TYPE_DESC
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,290,240,F,0.03472,Lake,Lescord,0.03472,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,327,320,F,0.03934,Lake,Lescord,0.03934,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,316,370,M,0.01679,Lake,Lescord,0.01679,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,349,460,M,0.01635,Lake,Lescord,0.01635,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,355,540,F,0.00895,Lake,Lescord,0.00895,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,366,545,F,0.01056,Lake,Lescord,0.01056,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,LWF,375,580,M,0.03777,Lake,Lescord,0.03777,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,LWF,467,1040,M,0.00891,Lake,Lescord,0.00891,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,NP,459,520,M,0.01058,Lake,Lescord,0.01058,N,NA,NA
Carpenter Lake,2014-08-08,51.18967,-90.76012,NP,549,710,M,0.00139,Lake,Lescord,0.00139,N,NA,NA
Carpenter Lake,2014,51.18967,-90.76012,NP,528,750,F,0.00581,Lake,Lescord,0.00581,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,NP,525,760,M,0.01775,Lake,Lescord,0.01775,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,NP,581,770,M,0.01146,Lake,Lescord,0.01146,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,NP,617,920,F,0.00678,Lake,Lescord,0.00678,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,NP,569,1000,F,0.01192,Lake,Lescord,0.01192,N,NA,NA
Carpenter Lake,2014-08-06,51.18967,-90.76012,NP,593,1120,F,0.01252,Lake,Lescord,0.01252,N,NA,NA
Carpenter Lake,2014,51.18967,-90.76012,NP,651,1300,F,7.00E-04,Lake,Lescord,7.00E-04,N,NA,NA
Cassels Lake,2014-05-31,47.07167,-79.72222,NP,548,820,,0.04,Lake,MECP,0.00138,N,FCP,COMPOSITE OF SKIN-OFF FILLET PLUGS OF SEVERAL FISH
Cassels Lake,2014-05-31,47.07167,-79.72222,NP,643,1750,F,0.087,Lake,MECP,0.087,N,FCP,COMPOSITE OF SKIN-OFF FILLET PLUGS OF SEVERAL FISH
Cassels Lake,2014-05-31,47.07167,-79.72222,WALL,339,299,M,0.061,Lake,MECP,0.061,N,FCP,COMPOSITE OF SKIN-OFF FILLET PLUGS OF SEVERAL FISH
Cassels Lake,2014-05-31,47.07167,-79.72222,WALL,482,993,F,0.042,Lake,MECP,0.00471,N,FCP,COMPOSITE OF SKIN-OFF FILLET PLUGS OF SEVERAL FISH
Cataraqui River - Kingston Rowing Cl.,2015-09-02,44.21667,-76.48333,YPERCH,63,NA,,0.096,River,MECP,0.096,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - Kingston Rowing Cl.,2015-09-02,44.21667,-76.48333,YPERCH,64,NA,,0.094,River,MECP,0.094,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - upstream of 401,2015-09-02,44.25,-76.45,YPERCH,52,NA,,0.04,River,MECP,0.00415,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - upstream of 401,2015-09-02,44.25,-76.45,YPERCH,54,NA,,0.041,River,MECP,0.00512,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - upstream of 401,2015-09-02,44.25,-76.45,YPERCH,56,NA,,0.041,River,MECP,0.01619,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - upstream of 401,2015-09-02,44.25,-76.45,YPERCH,56,NA,,0.042,River,MECP,0.02229,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River - upstream of 401,2015-09-02,44.25,-76.45,YPERCH,57,NA,,0.04,River,MECP,0.00667,N,YFC,YOUNG FISH COMPOSITE
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,BBULL,234,80,F,0.031,River,MECP,0.02311,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,BBULL,256,150,F,0.018,River,MECP,0.02434,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,BBULL,232,160,F,0.013,River,MECP,0.00217,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,BBULL,239,170,F,0.015,River,MECP,0.00759,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,BBULL,312,280,M,0.02,River,MECP,0.00407,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,BBULL,298,320,M,0.016,River,MECP,0.02264,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,BBULL,298,330,M,0.014,River,MECP,0.00613,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,BBULL,361,530,M,0.077,River,MECP,0.077,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,Common Carp,614,2900,M,0.202,River,MECP,0.202,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,Common Carp,676,4000,M,0.114,River,MECP,0.114,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,Common Carp,696,4940,F,0.081,River,MECP,0.081,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,Common Carp,745,5140,M,0.173,River,MECP,0.173,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,Common Carp,789,5650,M,0.151,River,MECP,0.151,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,LMB,224,150,,0.043,River,MECP,0.01842,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,LMB,326,530,M,0.029,River,MECP,0.02176,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,LMB,357,730,M,0.206,River,MECP,0.206,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,LMB,389,950,F,0.057,River,MECP,0.057,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,LMB,401,1000,F,0.164,River,MECP,0.164,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,NP,401,490,M,0.015,River,MECP,0.00026,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,NP,502,930,F,0.049,River,MECP,0.00687,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,NP,607,1360,F,0.04,River,MECP,0.01104,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,NP,643,1540,F,0.022,River,MECP,0.0167,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,NP,711,2570,F,0.048,River,MECP,0.02085,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,PSEED,166,50,M,0.151,River,MECP,0.151,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,PSEED,133,59,M,0.188,River,MECP,0.188,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,PSEED,152,60,F,0.036,River,MECP,0.01743,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,PSEED,154,70,M,0.129,River,MECP,0.129,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,PSEED,151,80,F,0.204,River,MECP,0.204,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,PSEED,164,90,M,0.149,River,MECP,0.149,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,PSEED,178,100,M,0.074,River,MECP,0.074,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,PSEED,163,100,F,0.07,River,MECP,0.07,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,PSEED,171,110,M,0.163,River,MECP,0.163,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,PSEED,185,140,F,0.161,River,MECP,0.161,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WALL,324,310,F,0.062,River,MECP,0.062,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WALL,489,1230,F,0.073,River,MECP,0.073,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WALL,526,1490,M,0.069,River,MECP,0.069,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WALL,635,2590,F,0.048,River,MECP,0.02285,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WALL,667,3070,F,0.095,River,MECP,0.095,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WS,437,940,M,0.017,River,MECP,0.01756,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WS,457,1040,M,0.043,River,MECP,0.00949,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WS,482,1190,F,0.018,River,MECP,0.01226,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WS,471,1230,F,0.027,River,MECP,0.0075,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,WS,528,1380,F,0.072,River,MECP,0.072,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,YPERCH,149,30,F,0.013,River,MECP,0.01554,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,YPERCH,163,50,F,0.014,River,MECP,0.01119,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,YPERCH,173,50,F,0.028,River,MECP,0.02286,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,YPERCH,171,80,F,0.016,River,MECP,0.01116,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,YPERCH,190,80,F,0.002,River,MECP,0.00309,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,YPERCH,188,110,F,0.039,River,MECP,0.00223,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,YPERCH,217,110,F,0.003,River,MECP,0.0135,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2015-06-16,44.25444,-76.47306,YPERCH,221,110,F,0.005,River,MECP,0.02389,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,YPERCH,206,130,F,0.011,River,MECP,0.00979,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Cataraqui River Belle Island,2010-06-14,44.25444,-76.47306,YPERCH,223,190,F,0.004,River,MECP,0.02003,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,BUR,405,420,M,0.438,Lake,MECP,0.438,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,BUR,500,800,M,0.621,Lake,MECP,0.621,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,BUR,570,1020,M,0.377,Lake,MECP,0.377,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,LT,732,3630,M,1.287,Lake,MECP,1.287,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,LT,725,3960,F,1.613,Lake,MECP,1.613,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,NP,580,1040,F,0.447,Lake,MECP,0.447,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,NP,671,1720,F,0.93,Lake,MECP,0.93,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,NP,745,2580,F,0.985,Lake,MECP,0.985,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,WALL,405,690,F,0.107,Lake,MECP,0.107,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,WALL,557,1500,M,0.173,Lake,MECP,0.173,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Catfish Lake,2018-06-27,48.09111,-84.80167,WALL,710,3550,F,0.672,Lake,MECP,0.672,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,Fallfish,355,350,M,0.006,Lake,MECP,0.01202,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,Fallfish,391,560,M,0.008,Lake,MECP,0.01491,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,Fallfish,426,690,M,0.017,Lake,MECP,0.01205,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,LMB,268,240,M,0.013,Lake,MECP,0.00375,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,LMB,302,320,M,0.009,Lake,MECP,0.00819,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,LMB,345,520,F,0.008,Lake,MECP,0.00623,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,SMB,281,220,M,0.051,Lake,MECP,0.051,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,SMB,321,350,F,0.019,Lake,MECP,0.01447,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,WS,321,360,M,0.004,Lake,MECP,0.00017,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,WS,428,940,F,0.014,Lake,MECP,0.00539,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Centre Lake,2017-05-02,45.01083,-78.04778,WS,513,1530,F,0.01,Lake,MECP,0.02324,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,204,65,F,0.019,Lake,MECP,0.00759,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,290,175,M,0.026,Lake,MECP,0.00318,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,330,255,M,0.047,Lake,MECP,0.00144,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,364,390,F,0.014,Lake,MECP,0.00935,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,LT,358,430,M,0.02,Lake,MECP,0.00816,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,LT,416,610,M,0.027,Lake,MECP,0.01638,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,434,720,M,0.02,Lake,MECP,0.02366,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,496,1050,M,0.054,Lake,MECP,0.054,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,LT,515,1260,F,0.166,Lake,MECP,0.166,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,538,1275,M,0.035,Lake,MECP,0.01112,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,LT,549,1410,M,0.034,Lake,MECP,0.00455,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2010-07-07,46.93111,-80.70333,LT,588,1700,F,0.241,Lake,MECP,0.241,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,LT,670,2380,F,0.056,Lake,MECP,0.056,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,SMB,245,185,F,0.044,Lake,MECP,0.00426,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,SMB,305,330,F,0.057,Lake,MECP,0.057,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,SMB,378,660,M,0.083,Lake,MECP,0.083,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chiniguchi Lake,2015-06-22,46.93111,-80.70333,SMB,428,1060,M,0.039,Lake,MECP,0.00113,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,499,710,F,0.075,Lake,MECP,0.075,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,563,760,F,0.149,Lake,MECP,0.149,N,SBP,"SKINLESS, BONELESS FILLET PLUG (SKIN-OFF)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,632,1500,F,0.251,Lake,MECP,0.251,N,SBP,"SKINLESS, BONELESS FILLET PLUG (SKIN-OFF)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,766,3050,F,0.391,Lake,MECP,0.391,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,851,4450,F,0.184,Lake,MECP,0.184,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,NP,902,5000,F,0.452,Lake,MECP,0.452,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,371,460,F,0.052,Lake,MECP,0.052,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,405,600,F,0.112,Lake,MECP,0.112,N,SBP,"SKINLESS, BONELESS FILLET PLUG (SKIN-OFF)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,461,660,F,0.097,Lake,MECP,0.097,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,501,1100,F,0.139,Lake,MECP,0.139,N,SBP,"SKINLESS, BONELESS FILLET PLUG (SKIN-OFF)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,625,1550,F,0.116,Lake,MECP,0.116,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Chipman Lake,2016-07-18,49.98361,-86.23972,WALL,575,1590,F,0.147,Lake,MECP,0.147,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,LMB,310,398,F,0.012,Lake,MECP,0.00695,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,LMB,373,786,M,0.015,Lake,MECP,0.01382,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,LMB,410,1170,M,0.015,Lake,MECP,0.017,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,NP,503,750,M,0.014,Lake,MECP,0.01605,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,NP,634,1650,M,0.021,Lake,MECP,0.0197,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,NP,827,4280,M,0.023,Lake,MECP,0.01836,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,SMB,317,406,F,0.026,Lake,MECP,0.00756,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,SMB,382,767,F,0.014,Lake,MECP,0.01279,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,SMB,423,1001,F,0.009,Lake,MECP,0.0196,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WALL,505,1420,F,0.017,Lake,MECP,0.00616,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WALL,571,2110,M,0.011,Lake,MECP,0.01714,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WALL,645,3450,F,0.019,Lake,MECP,0.01072,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WS,425,840,M,0.025,Lake,MECP,0.01437,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WS,427,850,M,0.026,Lake,MECP,0.01005,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clam Lake,2016-10-17,45.53222,-79.15889,WS,481,1210,M,0.017,Lake,MECP,0.02478,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
Clay Lake,2016-09-20,50.04917,-93.48556,Black Crappie,296,420,F,0.029,Lake,MECP,0.00679,N,SBF,"SKINLESS, BONELESS FILLET (STANDARD MOE DORSAL FILLET)"
