"Waterbody","Sampling_Date","Latitude","Longitude","Taxon","TLEN","RWT","Sex","As_ug_ww","System_Type","Data_source","As_ug_ww_RAND"
"Agnew Lake","2014-09-02",46.35528,-81.76083,"NP",636,1656,"",0.059,"Lake","MECP",0.059
"Agnew Lake","2014-09-02",46.35528,-81.76083,"WALL",453,1056,"",0.127,"Lake","MECP",0.127
"Albany River","2016-09-18",52.22556,-81.67139,"CISCO",331,350,"F",4.734,"River","MECP",4.734
"Albany River","2016-09-18",52.22556,-81.67139,"CISCO",381,440,"F",2.07,"River","MECP",2.07
"Albany River","2016-09-17",52.22556,-81.67139,"CISCO",358,445,"F",2.777,"River","MECP",2.777
"Albany River","2016-09-18",52.22556,-81.67139,"LNS",240,140,"M",0.583,"River","MECP",0.583
"Albany River","2016-09-17",52.22556,-81.67139,"LNS",477,400,"F",0.22,"River","MECP",0.22
"Albany River","2015-08-04",52.22556,-81.67139,"LNS",325,400,"M",0.255,"River","MECP",0.255
"Albany River","2015-08-03",52.22556,-81.67139,"LNS",378,425,"F",0.62,"River","MECP",0.62
"Albany River","2016-09-18",52.22556,-81.67139,"LNS",365,510,"M",0.631,"River","MECP",0.631
"Albany River","2015-08-04",52.22556,-81.67139,"LNS",430,750,"F",0.125,"River","MECP",0.125
"Albany River","2015-08-03",52.22556,-81.67139,"LSTUR",490,500,"M",0.261,"River","MECP",0.261
"Albany River","2015-08-05",52.22556,-81.67139,"LSTUR",745,1950,"M",0.366,"River","MECP",0.366
"Albany River","2015-08-05",52.22556,-81.67139,"LSTUR",960,6500,"M",0.476,"River","MECP",0.476
"Albany River","2016-09-17",52.22556,-81.67139,"LWF",196,50,"M",0.27,"River","MECP",0.27
"Albany River","2016-09-17",52.22556,-81.67139,"LWF",294,185,"F",2.351,"River","MECP",2.351
"Albany River","2016-08-05",52.25798,-81.69714,"LWF",335,320,"F",1.17201,"River","Lescord",1.17201
"Albany River","2016-08-04",52.25798,-81.69714,"LWF",335,340,"M",1.56671,"River","Lescord",1.56671
"Albany River","2016-08-04",52.25798,-81.69714,"LWF",340,350,"F",1.53391,"River","Lescord",1.53391
"Albany River","2016-08-05",52.25798,-81.69714,"LWF",355,400,"M",1.44005,"River","Lescord",1.44005
"Albany River","2016-08-05",52.25798,-81.69714,"LWF",360,450,"M",1.5715,"River","Lescord",1.5715
"Albany River","2016-08-04",52.25798,-81.69714,"LWF",370,480,"M",1.77069,"River","Lescord",1.77069
"Albany River","2016-08-03",52.25798,-81.69714,"LWF",425,540,"M",2.13728,"River","Lescord",2.13728
"Albany River","2016-08-05",52.25798,-81.69714,"LWF",395,600,"F",2.16641,"River","Lescord",2.16641
"Albany River","2016-08-03",52.25798,-81.69714,"LWF",405,740,"M",0.63664,"River","Lescord",0.63664
"Albany River","2016-09-18",52.25798,-81.69714,"LWF",489,1320,"F",0.49806,"River","Lescord",0.49806
"Albany River","2016-09-17",52.22556,-81.67139,"NP",410,340,"F",0.502,"River","MECP",0.502
"Albany River","2016-09-17",52.22556,-81.67139,"NP",610,1300,"M",1.825,"River","MECP",1.825
"Albany River","2016-08-13",52.25798,-81.69714,"NP",640,1800,"M",0.97997,"River","Lescord",0.97997
"Albany River","2016-08-13",52.25798,-81.69714,"NP",660,1800,"M",0.99132,"River","Lescord",0.99132
"Albany River","2016-08-13",52.25798,-81.69714,"NP",675,2000,"M",0.61171,"River","Lescord",0.61171
"Albany River","2016-08-13",52.25798,-81.69714,"NP",700,2000,"M",1.19387,"River","Lescord",1.19387
"Albany River","2016-08-13",52.25798,-81.69714,"NP",680,2200,"M",1.16901,"River","Lescord",1.16901
"Albany River","2016-08-13",52.25798,-81.69714,"NP",680,2200,"M",1.27567,"River","Lescord",1.27567
"Albany River","2016-08-13",52.25798,-81.69714,"NP",720,2800,"M",1.6194,"River","Lescord",1.6194
"Albany River","2016-08-13",52.25798,-81.69714,"NP",750,3000,"F",2.0594,"River","Lescord",2.0594
"Albany River","2016-09-18",52.22556,-81.67139,"NP",782,3350,"F",2.415,"River","MECP",2.415
"Albany River","2015-08-13",52.22556,-81.67139,"NP",850,3700,"M",2.344,"River","MECP",2.344
"Albany River","2016-08-13",52.25798,-81.69714,"NP",830,3700,"M",1.25118,"River","Lescord",1.25118
"Albany River","2016-08-13",52.25798,-81.69714,"NP",750,3700,"M",1.87737,"River","Lescord",1.87737
"Albany River","2015-08-04",52.22556,-81.67139,"SHRH",290,300,"F",0.032,"River","MECP",0.00221
"Albany River","2015-08-05",52.22556,-81.67139,"SHRH",335,380,"F",0.032,"River","MECP",0.02203
"Albany River","2015-08-04",52.22556,-81.67139,"SHRH",510,1800,"F",0.053,"River","MECP",0.053
"Albany River","2016-09-18",52.22556,-81.67139,"WALL",265,140,"M",0.536,"River","MECP",0.536
"Albany River","2015-08-03",52.22556,-81.67139,"WALL",275,180,"M",0.128,"River","MECP",0.128
"Albany River","2016-09-17",52.22556,-81.67139,"WALL",365,370,"M",0.832,"River","MECP",0.832
"Albany River","2015-08-03",52.22556,-81.67139,"WALL",365,400,"F",0.29,"River","MECP",0.29
"Albany River","2016-09-18",52.22556,-81.67139,"WALL",459,850,"F",0.478,"River","MECP",0.478
"Albany River","2015-08-04",52.22556,-81.67139,"WALL",455,860,"M",1.168,"River","MECP",1.168
"Albany River","2015-08-03",52.22556,-81.67139,"WS",325,380,"M",0.071,"River","MECP",0.071
"Albany River","2016-09-18",52.22556,-81.67139,"WS",309,400,"M",0.034,"River","MECP",0.01496
"Albany River","2015-08-09",52.22556,-81.67139,"WS",385,650,"M",0.045,"River","MECP",0.00312
"Albany River","2015-08-04",52.22556,-81.67139,"WS",485,1350,"F",0.034,"River","MECP",0.0184
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",370,180,"F",0.1,"River","MECP",0.1
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",375,200,"F",0.11,"River","MECP",0.11
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",390,250,"F",2.7,"River","MECP",2.7
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",410,290,"M",0.11,"River","MECP",0.11
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",790,3100,"F",1.76,"River","MECP",1.76
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",690,3100,"F",4.33,"River","MECP",4.33
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",760,3250,"F",4.82,"River","MECP",4.82
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",580,3300,"M",1.74,"River","MECP",1.74
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",710,3350,"F",1.17,"River","MECP",1.17
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",740,3650,"M",1.33,"River","MECP",1.33
"Albany River -  at Pusagan Place","2008-07-15",51.36667,-83.78333,"WALL",820,4050,"F",3.14,"River","MECP",3.14
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",470,490,"M",0.11,"River","MECP",0.11
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",650,1750,"F",1.09,"River","MECP",1.09
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",720,2750,"",0.7,"River","MECP",0.7
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",890,6100,"F",3.02,"River","MECP",3.02
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",850,6500,"F",2.47,"River","MECP",2.47
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",870,6950,"F",2.19,"River","MECP",2.19
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"NP",875,7200,"M",3.72,"River","MECP",3.72
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",540,750,"M",0.04,"River","MECP",0.01673
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",460,750,"F",0.22,"River","MECP",0.22
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",470,950,"F",0.06,"River","MECP",0.06
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",535,1000,"M",0.09,"River","MECP",0.09
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",635,2000,"M",1.22,"River","MECP",1.22
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",625,2000,"F",3.71,"River","MECP",3.71
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",645,2050,"F",3.55,"River","MECP",3.55
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",660,3000,"F",2.47,"River","MECP",2.47
"Albany River - Forks to Hat Island","2008-07-19",51.25306,-84.1625,"WALL",790,3950,"F",1.78,"River","MECP",1.78
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",501,776,"F",0.175,"Lake","MECP",0.175
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",531,957,"F",0.307,"Lake","MECP",0.307
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",544,1091,"M",0.174,"Lake","MECP",0.174
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",593,1386,"F",0.137,"Lake","MECP",0.137
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",641,1440,"F",0.196,"Lake","MECP",0.196
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",652,1587,"F",0.11,"Lake","MECP",0.11
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",654,1733,"F",0.145,"Lake","MECP",0.145
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"BUR",721,2530,"F",0.12,"Lake","MECP",0.12
"Attawapiskat Lake",NA,52.24361,-87.8975,"CISCO",NA,40,NA,0.1474,"Lake","Lescord-Montreal",0.1474
"Attawapiskat Lake",NA,52.24361,-87.8975,"CISCO",NA,49,NA,0.11924,"Lake","Lescord-Montreal",0.11924
"Attawapiskat Lake",NA,52.24361,-87.8975,"CISCO",NA,55,NA,0.06886,"Lake","Lescord-Montreal",0.06886
"Attawapiskat Lake",NA,52.24361,-87.8975,"CISCO",NA,55,NA,0.1012,"Lake","Lescord-Montreal",0.1012
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",376,718,"M",0.235,"Lake","MECP",0.235
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",403,726,"",0.054,"Lake","MECP",0.054
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",438,880,"M",0.157,"Lake","MECP",0.157
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",446,940,"M",0.164,"Lake","MECP",0.164
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",448,940,"",0.179,"Lake","MECP",0.179
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",445,940,"",0.199,"Lake","MECP",0.199
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",450,943,"M",0.039,"Lake","MECP",0.02106
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",464,1080,"M",0.192,"Lake","MECP",0.192
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",445,1144,"M",0.184,"Lake","MECP",0.184
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"LNS",472,1163,"M",0.235,"Lake","MECP",0.235
"Attawapiskat Lake",NA,52.24361,-87.8975,"LWF",NA,36,NA,0.07744,"Lake","Lescord-Montreal",0.07744
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",170,44,"",0.057,"Lake","MECP",0.057
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",187,56,"",0.033,"Lake","MECP",0.02119
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",273,212,"",0.051,"Lake","MECP",0.051
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",347,470,"M",0.062,"Lake","MECP",0.062
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",365,490,"M",0.069,"Lake","MECP",0.069
"Attawapiskat Lake",NA,52.24361,-87.8975,"LWF",NA,1210,NA,0.06556,"Lake","Lescord-Montreal",0.06556
"Attawapiskat Lake",NA,52.24361,-87.8975,"LWF",NA,1220,NA,0.09768,"Lake","Lescord-Montreal",0.09768
"Attawapiskat Lake",NA,52.24361,-87.8975,"LWF",NA,1380,NA,0.07854,"Lake","Lescord-Montreal",0.07854
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"LWF",522,1780,"F",0.084,"Lake","MECP",0.084
"Attawapiskat Lake",NA,52.24361,-87.8975,"LWF",NA,1810,NA,0.11616,"Lake","Lescord-Montreal",0.11616
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",189,44,"",0.013,"Lake","MECP",0.0223
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",255,100,"",0.012,"Lake","MECP",0.00282
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",340,210,"M",0.041,"Lake","MECP",0.02008
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,325,NA,0.03058,"Lake","Lescord-Montreal",0.03058
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",404,405,"M",0.039,"Lake","MECP",0.01689
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",418,435,"M",0.022,"Lake","MECP",0.00028
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",463,670,"M",0.056,"Lake","MECP",0.056
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",556,780,"F",0.029,"Lake","MECP",1e-05
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,780,NA,0.03014,"Lake","Lescord-Montreal",0.03014
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",522,790,"F",0.03,"Lake","MECP",0.00297
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",545,890,"M",0.037,"Lake","MECP",0.00985
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",581,1040,"F",0.035,"Lake","MECP",0.02331
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",563,1060,"M",0.035,"Lake","MECP",0.01685
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",613,1220,"M",0.043,"Lake","MECP",0.02475
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",620,1280,"F",0.043,"Lake","MECP",0.01527
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,1320,NA,0.0297,"Lake","Lescord-Montreal",0.0297
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",610,1400,"M",0.052,"Lake","MECP",0.052
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",642,1440,"F",0.045,"Lake","MECP",0.01282
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,1610,NA,0.18524,"Lake","Lescord-Montreal",0.18524
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,1700,NA,0.03916,"Lake","Lescord-Montreal",0.03916
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",678,1760,"M",0.055,"Lake","MECP",0.055
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",734,1900,"F",0.082,"Lake","MECP",0.082
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",701,2020,"F",0.104,"Lake","MECP",0.104
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"NP",750,2250,"F",0.119,"Lake","MECP",0.119
"Attawapiskat Lake",NA,52.24361,-87.8975,"NP",NA,2550,NA,0.02552,"Lake","Lescord-Montreal",0.02552
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",782,3300,"F",0.093,"Lake","MECP",0.093
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"NP",855,4100,"F",0.08,"Lake","MECP",0.08
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",213,67,"M",0.054,"Lake","MECP",0.054
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",224,82,"F",0.144,"Lake","MECP",0.144
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",230,83,"M",0.099,"Lake","MECP",0.099
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",234,85,"M",0.3,"Lake","MECP",0.3
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",250,105,"M",0.041,"Lake","MECP",0.00485
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",257,120,"F",0.122,"Lake","MECP",0.122
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",264,130,"F",0.095,"Lake","MECP",0.095
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",246,135,"F",0.064,"Lake","MECP",0.064
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",281,154,"F",0.081,"Lake","MECP",0.081
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",275,158,"M",0.064,"Lake","MECP",0.064
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",285,177,"F",0.08,"Lake","MECP",0.08
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",306,210,"M",0.143,"Lake","MECP",0.143
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"SAUG",326,273,"F",0.117,"Lake","MECP",0.117
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"SHRH",344,500,"F",0.027,"Lake","MECP",0.00491
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"SHRH",452,1220,"F",0.051,"Lake","MECP",0.051
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"SHRH",511,1570,"F",0.094,"Lake","MECP",0.094
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,39,NA,0.06204,"Lake","Lescord-Montreal",0.06204
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,42,NA,0.08184,"Lake","Lescord-Montreal",0.08184
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,47,NA,0.05918,"Lake","Lescord-Montreal",0.05918
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,53,NA,0.0957,"Lake","Lescord-Montreal",0.0957
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,80,NA,0.0319,"Lake","Lescord-Montreal",0.0319
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",227,94,"M",0.023,"Lake","MECP",0.01593
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",231,120,"M",0.082,"Lake","MECP",0.082
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",329,245,"F",0.033,"Lake","MECP",0.02466
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",302,248,"F",0.041,"Lake","MECP",0.00415
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,248,NA,0.03828,"Lake","Lescord-Montreal",0.03828
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",339,345,"F",0.028,"Lake","MECP",0.02096
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",355,380,"M",0.035,"Lake","MECP",0.01611
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",366,435,"F",0.02,"Lake","MECP",0.01992
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",378,510,"F",0.028,"Lake","MECP",0.00987
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",410,620,"M",0.029,"Lake","MECP",0.01359
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",451,830,"F",0.087,"Lake","MECP",0.087
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",665,960,"M",0.04,"Lake","MECP",0.01548
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",488,1060,"F",0.08,"Lake","MECP",0.08
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",485,1080,"F",0.032,"Lake","MECP",0.00498
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",511,1200,"F",0.072,"Lake","MECP",0.072
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",506,1240,"F",0.043,"Lake","MECP",0.01084
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WALL",519,1300,"F",0.049,"Lake","MECP",0.02444
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,1320,NA,0.04664,"Lake","Lescord-Montreal",0.04664
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",531,1380,"F",0.061,"Lake","MECP",0.061
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",532,1640,"F",0.057,"Lake","MECP",0.057
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",555,1680,"F",0.052,"Lake","MECP",0.052
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WALL",586,2200,"F",0.047,"Lake","MECP",0.01124
"Attawapiskat Lake",NA,52.24361,-87.8975,"WALL",NA,2200,NA,0.03762,"Lake","Lescord-Montreal",0.03762
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,36,NA,0.01716,"Lake","Lescord-Montreal",0.01716
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,71,NA,0.02794,"Lake","Lescord-Montreal",0.02794
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",258,184,"F",0.026,"Lake","MECP",0.01634
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",278,228,"M",0.052,"Lake","MECP",0.052
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",294,288,"F",0.026,"Lake","MECP",0.00116
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",327,380,"",0.054,"Lake","MECP",0.054
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",359,553,"",0.044,"Lake","MECP",0.01542
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",366,580,"M",0.032,"Lake","MECP",0.00735
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",387,740,"F",0.046,"Lake","MECP",0.01046
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",381,750,"M",0.097,"Lake","MECP",0.097
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",418,870,"M",0.039,"Lake","MECP",0.01516
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",435,920,"F",0.036,"Lake","MECP",0.00925
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",416,940,"M",0.02,"Lake","MECP",0.02136
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",438,1000,"M",0.043,"Lake","MECP",0.02107
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",445,1060,"F",0.07,"Lake","MECP",0.07
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,1080,NA,0.04356,"Lake","Lescord-Montreal",0.04356
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",452,1120,"F",0.083,"Lake","MECP",0.083
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,1120,NA,0.03234,"Lake","Lescord-Montreal",0.03234
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",465,1220,"F",0.166,"Lake","MECP",0.166
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",481,1300,"M",0.061,"Lake","MECP",0.061
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,1320,NA,0.0495,"Lake","Lescord-Montreal",0.0495
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",471,1400,"F",0.047,"Lake","MECP",0.00148
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",465,1480,"M",0.03,"Lake","MECP",0.00362
"Attawapiskat Lake","2014-07-14",52.24361,-87.8975,"WS",507,1500,"F",0.01,"Lake","MECP",0.02475
"Attawapiskat Lake",NA,52.24361,-87.8975,"WS",NA,1500,NA,0.01628,"Lake","Lescord-Montreal",0.01628
"Attawapiskat Lake","2012-02-28",52.24361,-87.8975,"WS",490,1540,"F",0.038,"Lake","MECP",0.00898
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,6,NA,0.00704,"Lake","Lescord-Montreal",0.00704
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,16,NA,0.01848,"Lake","Lescord-Montreal",0.01848
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,18,NA,0.0077,"Lake","Lescord-Montreal",0.0077
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,55,NA,0.01672,"Lake","Lescord-Montreal",0.01672
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,76,NA,0.01276,"Lake","Lescord-Montreal",0.01276
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,77,NA,0.0154,"Lake","Lescord-Montreal",0.0154
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,80,NA,0.01694,"Lake","Lescord-Montreal",0.01694
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,94,NA,0.01166,"Lake","Lescord-Montreal",0.01166
"Attawapiskat Lake",NA,52.24361,-87.8975,"YPERCH",NA,167,NA,0.01254,"Lake","Lescord-Montreal",0.01254
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",276,180,"F",0.60768,"River","Lescord",0.60768
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",295,230,"F",0.85402,"River","Lescord",0.85402
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",310,270,"M",1.10843,"River","Lescord",1.10843
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",339,330,"F",1.08513,"River","Lescord",1.08513
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",346,390,"F",0.42497,"River","Lescord",0.42497
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",357,415,"M",0.74138,"River","Lescord",0.74138
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",356,430,"F",2.26037,"River","Lescord",2.26037
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",377,490,"F",0.35079,"River","Lescord",0.35079
"Attawapiskat River","2015",52.91875,-84.0959,"LWF",437,980,"F",0.4222,"River","Lescord",0.4222
"Attawapiskat River","2015",52.91875,-84.0959,"NP",529,710,"F",0.94156,"River","Lescord",0.94156
"Attawapiskat River","2015",52.91875,-84.0959,"NP",525,810,"F",0.0862,"River","Lescord",0.0862
"Attawapiskat River","2015",52.91875,-84.0959,"NP",595,910,"M",1.29283,"River","Lescord",1.29283
"Attawapiskat River","2015",52.91875,-84.0959,"NP",571,1110,"F",0.14498,"River","Lescord",0.14498
"Attawapiskat River","2015",52.91875,-84.0959,"NP",561,1190,"M",1.47268,"River","Lescord",1.47268
"Attawapiskat River","2015",52.91875,-84.0959,"NP",663,1850,"M",0.67349,"River","Lescord",0.67349
"Attawapiskat River","2015",52.91875,-84.0959,"NP",718,2500,"M",1.41427,"River","Lescord",1.41427
"Attawapiskat River","2015",52.91875,-84.0959,"NP",770,2600,"M",2.44464,"River","Lescord",2.44464
"Attawapiskat River","2015",52.91875,-84.0959,"NP",765,3150,"M",3.54636,"River","Lescord",3.54636
