"Waterbody","Sampling_Date","Latitude","Longitude","Taxon","TLEN","RWT","Sex","As_ug_ww","System_Type","Data_source","As_ug_ww_RAND"
"Shagamu River - Near Mouth","2015-07-15",55.86286,-86.78435,"LWF",420,780,"M",0.40502,"River","Lescord",0.40502
"Shagamu River - Near Mouth","2015-07-15",55.86286,-86.78435,"LWF",437,840,"F",0.70653,"River","Lescord",0.70653
"Shagamu River - Near Mouth","2015-07-15",55.86286,-86.78435,"LWF",432,880,"F",0.78692,"River","Lescord",0.78692
"Sharp Lake","2009-10-11",47.41278,-79.73389,"NP",456,500,"F",0.04,"Lake","MECP",0.00884
"Sharp Lake","2009-10-11",47.41278,-79.73389,"NP",460,500,"M",0.05,"Lake","MECP",0.05
"Sharp Lake","2009-10-11",47.41278,-79.73389,"NP",475,680,"M",0.12,"Lake","MECP",0.12
"Sharp Lake","2009-10-11",47.41278,-79.73389,"NP",538,900,"M",0.13,"Lake","MECP",0.13
"Sharp Lake","2009-10-11",47.41278,-79.73389,"NP",552,1000,"M",0.03,"Lake","MECP",0.02219
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",312,250,"M",0.15717,"River","Lescord",0.15717
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",310,260,"M",0.17648,"River","Lescord",0.17648
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",362,410,"F",0.89357,"River","Lescord",0.89357
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",357,440,"F",0.13765,"River","Lescord",0.13765
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",370,460,"M",0.14881,"River","Lescord",0.14881
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",381,470,"F",3.15308,"River","Lescord",3.15308
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",378,500,"M",0.39567,"River","Lescord",0.39567
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",387,540,"F",0.13754,"River","Lescord",0.13754
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",392,550,"F",0.26321,"River","Lescord",0.26321
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",402,690,"F",0.34828,"River","Lescord",0.34828
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",442,840,"F",0.17706,"River","Lescord",0.17706
"Shell River - Near Mouth","2015-07-15",55.91042,-87.26976,"BT",445,840,"M",0.3313,"River","Lescord",0.3313
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",444,860,"M",0.33306,"River","Lescord",0.33306
"Shell River - Near Mouth","2015-07-15",55.91042,-87.26976,"BT",430,880,"F",0.30182,"River","Lescord",0.30182
"Shell River - Near Mouth","2015-07-16",55.91042,-87.26976,"BT",451,880,"M",0.69601,"River","Lescord",0.69601
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"LWF",288,200,"",0.049,"Lake","MECP",0.01759
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"LWF",386,620,"M",0.072,"Lake","MECP",0.072
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"LWF",597,2490,"M",0.044,"Lake","MECP",0.00269
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"NP",475,590,"F",0.018,"Lake","MECP",0.00717
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"NP",626,1490,"F",0.016,"Lake","MECP",0.01923
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"NP",770,3360,"F",0.028,"Lake","MECP",0.02245
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"WALL",326,280,"M",0.014,"Lake","MECP",0.00246
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"WALL",458,970,"M",0.016,"Lake","MECP",0.01643
"Sideburned Lake","2016-11-01",47.75611,-83.51111,"WALL",585,1840,"F",0.019,"Lake","MECP",0.00479
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",171,47,"F",0.007,"Lake","MECP",0.02175
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",185,56,"M",0.013,"Lake","MECP",0.00853
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",196,74,"M",0.013,"Lake","MECP",0.01772
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",193,79,"F",0.006,"Lake","MECP",0.00536
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",226,117,"M",0.01,"Lake","MECP",0.02082
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",253,173,"M",0.01,"Lake","MECP",0.00249
"Sill Lake","2013-08-25",46.77333,-84.25,"BT",272,238,"F",0.006,"Lake","MECP",0.01574
"Sill Lake","2013-08-25",46.77333,-84.25,"BT",280,252,"F",0.009,"Lake","MECP",0.01303
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",302,362,"F",0.019,"Lake","MECP",0.00467
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",315,369,"M",0.005,"Lake","MECP",0.01319
"Sill Lake","2013-08-25",46.77333,-84.25,"BT",324,418,"F",0.009,"Lake","MECP",0.01587
"Sill Lake","2013-08-25",46.77333,-84.25,"BT",355,553,"F",0.007,"Lake","MECP",0.02118
"Sill Lake","2013-08-25",46.77333,-84.25,"BT",401,817,"F",0.003,"Lake","MECP",0.02311
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",447,1310,"M",0.01,"Lake","MECP",0.01064
"Sill Lake","2013-08-24",46.77333,-84.25,"BT",494,1718,"F",0.004,"Lake","MECP",0.01422
"Silver Lake","2017-08-25",44.08528,-81.41917,"Black Crappie",214,150,"M",0.052,"Lake","MECP",0.052
"Silver Lake","2017-08-25",44.08528,-81.41917,"Black Crappie",303,520,"M",0.033,"Lake","MECP",0.0161
"Silver Lake","2017-08-25",44.08528,-81.41917,"Black Crappie",320,570,"F",0.045,"Lake","MECP",0.00958
"Silver Lake","2017-08-25",44.08528,-81.41917,"LMB",322,460,"M",0.02,"Lake","MECP",0.00559
"Silver Lake","2017-08-25",44.08528,-81.41917,"LMB",416,1050,"F",0.049,"Lake","MECP",2e-05
"Silver Lake","2017-08-25",44.08528,-81.41917,"LMB",480,1650,"F",0.026,"Lake","MECP",0.00579
"Silver Lake","2017-08-25",44.08528,-81.41917,"NP",467,650,"M",0.014,"Lake","MECP",0.02246
"Silver Lake","2017-08-25",44.08528,-81.41917,"NP",657,1450,"F",0.029,"Lake","MECP",0.0192
"Silver Lake","2017-08-25",44.08528,-81.41917,"NP",859,4000,"F",0.016,"Lake","MECP",0.00013
"Silver Lake","2017-08-25",44.08528,-81.41917,"SMB",193,100,"F",0.091,"Lake","MECP",0.091
"Silver Lake","2017-08-25",44.08528,-81.41917,"SMB",384,750,"F",0.034,"Lake","MECP",0.00647
"Silver Lake","2017-08-25",44.08528,-81.41917,"SMB",506,1875,"F",0.039,"Lake","MECP",0.01938
"Silver Lake","2012-01-01",44.08528,-81.41917,"WALL",361,358,"M",0.022,"Lake","MECP",0.01746
"Silver Lake","2012-01-01",44.08528,-81.41917,"WALL",371,411,"F",0.013,"Lake","MECP",0.00206
"Silver Lake","2012-01-01",44.08528,-81.41917,"WALL",460,836,"M",0.018,"Lake","MECP",0.02494
"Silver Lake","2012-01-01",44.08528,-81.41917,"WALL",477,893,"F",0.013,"Lake","MECP",0.0216
"Silver Lake","2017-08-25",44.08528,-81.41917,"WALL",495,1025,"F",0.023,"Lake","MECP",0.01651
"Silver Lake","2017-08-25",44.08528,-81.41917,"WALL",544,1400,"M",0.02,"Lake","MECP",0.02467
"Silver Lake","2017-08-25",44.08528,-81.41917,"WALL",608,1900,"F",0.045,"Lake","MECP",0.00525
"Skipper Lake","2017-08-16",48.85194,-86.39333,"LWF",221,89,"M",0.042,"Lake","MECP",0.00853
"Skipper Lake","2017-08-16",48.85194,-86.39333,"LWF",249,145,"F",0.083,"Lake","MECP",0.083
"Skipper Lake","2017-08-16",48.85194,-86.39333,"LWF",324,292,"F",0.035,"Lake","MECP",0.00528
"Skipper Lake","2017-08-16",48.85194,-86.39333,"WS",226,110,"",0.036,"Lake","MECP",0.00813
"Skipper Lake","2017-08-16",48.85194,-86.39333,"WS",271,200,"M",0.036,"Lake","MECP",0.01408
"Skipper Lake","2017-08-16",48.85194,-86.39333,"WS",311,297,"F",0.026,"Lake","MECP",0.00966
"Skipper Lake","2017-08-16",48.85194,-86.39333,"YPERCH",174,50,"",0.027,"Lake","MECP",0.0208
"Skipper Lake","2017-08-16",48.85194,-86.39333,"YPERCH",204,91,"",0.022,"Lake","MECP",0.01682
"Skipper Lake","2017-08-16",48.85194,-86.39333,"YPERCH",239,158,"M",0.019,"Lake","MECP",0.01338
"Slant Lake","2016-03-05",50.19528,-93.94278,"NP",459,638,"",0.018,"Lake","MECP",0.01418
"Slant Lake","2016-03-05",50.19528,-93.94278,"WALL",411,892,"",0.019,"Lake","MECP",0.00957
"Slant Lake","2016-03-05",50.19528,-93.94278,"YPERCH",284,593,"F",0.008,"Lake","MECP",0.00376
"South Bruce Lake","2017-07-08",50.76889,-93.36,"LWF",321,395,"",0.175,"Lake","MECP",0.175
"South Bruce Lake","2017-07-08",50.76889,-93.36,"LWF",421,1038,"",0.306,"Lake","MECP",0.306
"South Bruce Lake","2017-07-08",50.76889,-93.36,"LWF",499,1804,"",0.256,"Lake","MECP",0.256
"South Bruce Lake","2017-07-08",50.76889,-93.36,"NP",504,736,"",0.051,"Lake","MECP",0.051
"South Bruce Lake","2017-07-08",50.76889,-93.36,"NP",731,2456,"",0.101,"Lake","MECP",0.101
"South Bruce Lake","2017-07-08",50.76889,-93.36,"NP",968,5640,"",0.067,"Lake","MECP",0.067
"South Bruce Lake","2017-07-08",50.76889,-93.36,"SAUG",299,186,"",0.063,"Lake","MECP",0.063
"South Bruce Lake","2017-07-08",50.76889,-93.36,"SAUG",335,298,"",0.111,"Lake","MECP",0.111
"South Bruce Lake","2017-07-08",50.76889,-93.36,"SAUG",372,379,"",0.074,"Lake","MECP",0.074
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WALL",400,590,"",0.068,"Lake","MECP",0.068
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WALL",499,962,"",0.064,"Lake","MECP",0.064
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WALL",581,1876,"",0.088,"Lake","MECP",0.088
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WS",346,516,"",0.058,"Lake","MECP",0.058
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WS",419,904,"",0.057,"Lake","MECP",0.057
"South Bruce Lake","2017-07-08",50.76889,-93.36,"WS",488,1481,"",0.034,"Lake","MECP",0.01078
"South Bruce Lake","2017-07-08",50.76889,-93.36,"YPERCH",230,148,"",0.028,"Lake","MECP",0.01697
"South Bruce Lake","2017-07-08",50.76889,-93.36,"YPERCH",270,261,"",0.03,"Lake","MECP",0.02133
"South Bruce Lake","2017-07-08",50.76889,-93.36,"YPERCH",279,307,"",0.033,"Lake","MECP",0.02362
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"CISCO",379,691,"",0.071,"Lake","MECP",0.071
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"CISCO",431,1118,"",0.074,"Lake","MECP",0.074
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"CISCO",479,1287,"",0.072,"Lake","MECP",0.072
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"LWF",361,494,"",0.042,"Lake","MECP",0.00262
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"LWF",541,2177,"",0.095,"Lake","MECP",0.095
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"LWF",637,3897,"",0.064,"Lake","MECP",0.064
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"NP",475,623,"",0.033,"Lake","MECP",0.00742
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"NP",583,1066,"",0.053,"Lake","MECP",0.053
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"NP",704,2314,"",0.04,"Lake","MECP",0.01654
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"SMB",379,822,"",0.165,"Lake","MECP",0.165
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"SMB",439,1492,"",0.124,"Lake","MECP",0.124
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"SMB",480,1891,"",0.103,"Lake","MECP",0.103
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WALL",380,525,"",0.019,"Lake","MECP",0.00064
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WALL",455,828,"",0.03,"Lake","MECP",0.01592
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WALL",507,1222,"",0.021,"Lake","MECP",0.00137
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WS",398,795,"",0.026,"Lake","MECP",0.00237
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WS",510,1794,"",0.029,"Lake","MECP",0.01149
"Steep Rock Lake","2017-06-26",48.79778,-91.66639,"WS",592,2859,"",0.014,"Lake","MECP",0.01523
"Stream at Corduroy bridge crossing","2014-06-06",52.73889,-86.30583,"FSDACE",63,3,"",0.085,"River","MECP",0.085
"Stream at Enviro-span Culvert","2014-06-06",52.7375,-86.30306,"FSDACE",62,2,"",0.035,"River","MECP",0.00697
"Streatfeild Lake","2014-08-12",52.145,-85.91139,"NP",419,340,"F",0.046,"Lake","MECP",0.01509
"Streatfeild Lake","2014-08-11",52.145,-85.91139,"NP",554,850,"M",0.043,"Lake","MECP",0.0084
"Streatfeild Lake","2014-08-11",52.145,-85.91139,"NP",700,1980,"F",0.088,"Lake","MECP",0.088
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WALL",219,74,"F",0.016,"Lake","MECP",0.00721
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WALL",420,690,"M",0.022,"Lake","MECP",0.02458
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WALL",564,1300,"F",0.024,"Lake","MECP",0.01532
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WS",376,670,"F",0.071,"Lake","MECP",0.071
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WS",447,1100,"M",0.051,"Lake","MECP",0.051
"Streatfeild Lake","2014-08-10",52.145,-85.91139,"WS",518,1480,"F",0.027,"Lake","MECP",0.02216
"Sturgeon Lake","2016-07-03",49.89861,-91.01833,"BUR",290,358,"F",0.581,"Lake","MECP",0.581
"Sturgeon Lake","2016-07-03",49.89861,-91.01833,"BUR",530,910,"F",0.084,"Lake","MECP",0.084
"Sturgeon Lake","2014-07-02",49.92722,-90.89694,"BUR",621,1657,"",0.169,"Lake","MECP",0.169
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"BUR",713,2450,"M",0.148,"Lake","MECP",0.148
"Sturgeon Lake","2016-07-03",49.89861,-91.01833,"LT",556,1660,"M",0.106,"Lake","MECP",0.106
"Sturgeon Lake","2016-07-05",49.89861,-91.01833,"LT",671,2625,"M",0.206,"Lake","MECP",0.206
"Sturgeon Lake","2016-07-05",49.89861,-91.01833,"LT",790,4600,"F",1.081,"Lake","MECP",1.081
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"LWF",210,60,"",0.128,"Lake","MECP",0.128
"Sturgeon Lake","2016-07-03",49.89861,-91.01833,"LWF",459,950,"F",0.626,"Lake","MECP",0.626
"Sturgeon Lake","2016-07-03",49.89861,-91.01833,"LWF",545,1400,"M",0.472,"Lake","MECP",0.472
"Sturgeon Lake","2016-07-05",49.89861,-91.01833,"NP",451,470,"M",0.026,"Lake","MECP",0.01308
"Sturgeon Lake","2016-07-05",49.89861,-91.01833,"NP",617,1500,"M",0.069,"Lake","MECP",0.069
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"NP",754,2200,"F",0.072,"Lake","MECP",0.072
"Sturgeon Lake","2014-07-02",49.92722,-90.89694,"NP",798,3166,"",0.095,"Lake","MECP",0.095
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WALL",227,87,"",0.041,"Lake","MECP",0.00175
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WALL",526,1100,"F",0.039,"Lake","MECP",0.01505
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WALL",673,2500,"F",0.064,"Lake","MECP",0.064
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WS",355,560,"M",0.271,"Lake","MECP",0.271
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WS",446,1100,"M",0.053,"Lake","MECP",0.053
"Sturgeon Lake","2016-07-04",49.89861,-91.01833,"WS",536,1900,"F",0.047,"Lake","MECP",0.00494
"Sutton River - Breakfast Hole","2012-08-15",54.755,-84.52944,"BT",465,950,"F",0.657,"River","MECP",0.657
"Sutton River - Breakfast Hole","2012-08-15",54.755,-84.52944,"BT",485,1000,"M",0.749,"River","MECP",0.749
"Sutton River - Breakfast Hole","2015-08-25",54.755,-84.52944,"BT",465,1135,"",0.567,"River","MECP",0.567
"Sutton River - Breakfast Hole","2012-08-15",54.755,-84.52944,"BT",550,1430,"F",0.403,"River","MECP",0.403
"Sutton River - First Rapids","2012-08-16",54.67111,-84.59194,"BT",405,725,"M",0.042,"River","MECP",0.00569
"Sutton River - First Rapids","2012-08-16",54.67111,-84.59194,"BT",440,750,"M",0.042,"River","MECP",0.00458
"Sutton River - First Rapids","2012-08-16",54.67111,-84.59194,"BT",565,1775,"M",0.679,"River","MECP",0.679
"Sutton River - Hawley Lake Outflow","2012-08-16",54.60722,-84.60722,"NP",505,700,"M",0.032,"River","MECP",0.02118
"Sutton River - Hawley Lake Outflow","2012-09-05",54.60722,-84.60722,"NP",655,1360,"F",0.042,"River","MECP",8e-05
"Sutton River - Hawley Lake Outflow","2012-09-05",54.60722,-84.60722,"NP",740,2250,"F",0.046,"River","MECP",0.00029
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",406,687,"",0.42286,"River","Lescord",0.42286
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",444,934,"",0.41142,"River","Lescord",0.41142
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",451,993,"",0.32549,"River","Lescord",0.32549
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",465,1135,"",0.1023,"River","Lescord",0.1023
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",485,1162,"",0.04006,"River","Lescord",0.04006
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",492,1278,"",0.3509,"River","Lescord",0.3509
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",481,1309,"",0.35655,"River","Lescord",0.35655
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",496,1344,"",0.80615,"River","Lescord",0.80615
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",490,1419,"",0.40605,"River","Lescord",0.40605
"Sutton River mouth","2015-08-25",55.20758,-83.7059,"BT",526,1505,"",0.50336,"River","Lescord",0.50336
"Sutton River mouth","2012-08-13",55.20167,-83.71361,"NP",435,500,"M",0.031,"River","MECP",0.00206
"Sutton River mouth","2012-08-13",55.20167,-83.71361,"NP",660,1900,"F",0.226,"River","MECP",0.226
"Sutton River mouth","2012-08-13",55.20167,-83.71361,"NP",755,3000,"F",0.098,"River","MECP",0.098
"Sutton River mouth","2012-08-13",55.20167,-83.71361,"NP",845,3500,"F",0.219,"River","MECP",0.219
"Sutton River mouth","2012-08-13",55.20167,-83.71361,"NP",1020,7000,"F",0.71,"River","MECP",0.71
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",346.075,380,"F",0.17336,"River","Lescord",0.17336
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",361.95,440,"M",0.34102,"River","Lescord",0.34102
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",396.875,500,"M",0.6074,"River","Lescord",0.6074
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",374.65,550,"F",0.30538,"River","Lescord",0.30538
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",412.75,750,"F",0.14533,"River","Lescord",0.14533
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",431.8,800,"M",0.15673,"River","Lescord",0.15673
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",406.4,800,"F",0.25007,"River","Lescord",0.25007
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",412.75,860,"F",0.15976,"River","Lescord",0.15976
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",469.9,1100,"M",0.19204,"River","Lescord",0.19204
"Tamuna-River-mouth","2016-08-10",56.53111,-88.25989,"BT",511.175,1380,"M",0.20418,"River","Lescord",0.20418
"Tetu Lake","2010-09-20",50.18194,-95.03833,"Black Crappie",236,212,"M",0.061,"Lake","MECP",0.061
"Tetu Lake","2010-09-20",50.18194,-95.03833,"Black Crappie",245,230,"F",0.061,"Lake","MECP",0.061
"Tetu Lake","2010-09-20",50.18194,-95.03833,"Black Crappie",360,284,"M",0.054,"Lake","MECP",0.054
"Tetu Lake","2010-09-20",50.18194,-95.03833,"Black Crappie",313,498,"F",0.057,"Lake","MECP",0.057
"Tetu Lake","2016-09-28",50.14361,-95.04389,"CISCO",395,816,"F",0.094,"Lake","MECP",0.094
"Tetu Lake","2016-09-28",50.14361,-95.04389,"LWF",337,365,"M",0.101,"Lake","MECP",0.101
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",428,742,"F",0.07,"Lake","MECP",0.07
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",475,1388,"M",0.041,"Lake","MECP",0.00105
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",539,1696,"F",0.064,"Lake","MECP",0.064
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",584,2408,"F",0.087,"Lake","MECP",0.087
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",588,2435,"",0.037,"Lake","MECP",0.01151
"Tetu Lake","2010-09-20",50.18194,-95.03833,"LWF",654,3784,"M",0.031,"Lake","MECP",0.01752
"Tetu Lake","2016-09-28",50.14361,-95.04389,"NP",353,223,"M",0.014,"Lake","MECP",0.00609
"Tetu Lake","2010-09-20",50.18194,-95.03833,"NP",350,950,"M",0.04,"Lake","MECP",0.02331
"Tetu Lake","2010-09-20",50.18194,-95.03833,"NP",543,1030,"M",0.043,"Lake","MECP",0.01137
"Tetu Lake","2010-09-20",50.18194,-95.03833,"NP",657,1536,"F",0.037,"Lake","MECP",0.02121
"Tetu Lake","2010-09-20",50.18194,-95.03833,"NP",783,3536,"F",0.046,"Lake","MECP",0.0211
"Tetu Lake","2010-09-20",50.18194,-95.03833,"NP",890,4200,"F",0.033,"Lake","MECP",0.00605
"Tetu Lake","2014-10-03",50.18194,-95.03833,"NP",886,4720,"",0.168,"Lake","MECP",0.168
"Tetu Lake","2016-09-28",50.14361,-95.04389,"SAUG",306,234,"F",0.021,"Lake","MECP",0.00527
"Tetu Lake","2010-09-20",50.18194,-95.03833,"SAUG",382,484,"F",0.016,"Lake","MECP",0.02163
"Tetu Lake","2010-09-20",50.18194,-95.03833,"SAUG",390,520,"F",0.069,"Lake","MECP",0.069
"Tetu Lake","2016-09-28",50.14361,-95.04389,"SMB",423,1269,"F",0.085,"Lake","MECP",0.085
"Tetu Lake","2010-09-20",50.18194,-95.03833,"SMB",420,1432,"F",0.046,"Lake","MECP",0.01141
"Tetu Lake","2016-09-28",50.14361,-95.04389,"WALL",307,273,"M",0.038,"Lake","MECP",0.02107
"Tetu Lake","2010-09-20",50.18194,-95.03833,"WALL",363,452,"F",0.043,"Lake","MECP",0.01601
"Tetu Lake","2010-09-20",50.18194,-95.03833,"WALL",430,708,"M",0.059,"Lake","MECP",0.059
"Tetu Lake","2010-09-20",50.18194,-95.03833,"WALL",488,1050,"F",0.021,"Lake","MECP",0.00648
"Tetu Lake","2010-09-20",50.18194,-95.03833,"WALL",644,1431,"F",0.069,"Lake","MECP",0.069
"Tetu Lake","2010-09-20",50.18194,-95.03833,"WALL",550,1440,"F",0.035,"Lake","MECP",0.01609
"Tetu Lake","2014-10-02",50.18194,-95.03833,"WALL",610,2438,"",0.1,"Lake","MECP",0.1
"Three Nations Lake","2012-09-27",48.51611,-81.105,"NP",666,1625,"M",0.177,"Lake","MECP",0.177
"Three Nations Lake","2012-09-27",48.51611,-81.105,"NP",645,1800,"F",0.235,"Lake","MECP",0.235
"Three Nations Lake","2012-09-27",48.51611,-81.105,"NP",678,2100,"F",0.3,"Lake","MECP",0.3
"Three Nations Lake","2012-09-27",48.51611,-81.105,"NP",669,2200,"F",0.206,"Lake","MECP",0.206
"Three Nations Lake","2012-09-27",48.51611,-81.105,"NP",718,2600,"F",0.194,"Lake","MECP",0.194
"Three Nations Lake","2012-09-27",48.51611,-81.105,"WALL",410,650,"M",0.063,"Lake","MECP",0.063
"Three Nations Lake","2012-09-28",48.51611,-81.105,"WALL",481,1350,"M",0.085,"Lake","MECP",0.085
"Three Nations Lake","2012-09-28",48.51611,-81.105,"WALL",496,1350,"M",0.159,"Lake","MECP",0.159
"Three Nations Lake","2012-09-26",48.51611,-81.105,"WALL",568,2150,"F",0.074,"Lake","MECP",0.074
"Three Nations Lake","2012-09-28",48.51611,-81.105,"WALL",611,2500,"F",0.072,"Lake","MECP",0.072
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"NP",430,500,"M",0.02,"Lake","MECP",0.00879
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"NP",560,1500,"F",0.02,"Lake","MECP",0.00497
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"NP",700,4000,"M",0.02,"Lake","MECP",0.0127
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"WALL",250,100,"M",0.018,"Lake","MECP",0.02215
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"WALL",450,1000,"M",0.023,"Lake","MECP",0.0056
"Toothpick Lake","2016-11-06",50.11444,-94.12694,"WALL",620,2000,"F",0.025,"Lake","MECP",0.02187
"Totogan Lake","2012-01-01",52.06306,-89.19056,"WALL",394,587,"M",0.022,"Lake","MECP",0.01257
"Totogan Lake","2012-01-01",52.06306,-89.19056,"WALL",496,1102,"F",0.024,"Lake","MECP",0.01632
"Trap Lake","2015-08-17",49.66028,-92.78861,"Black Crappie",250,270,"M",0.027,"Lake","MECP",0.00378
"Trap Lake","2015-08-17",49.66028,-92.78861,"Black Crappie",274,412,"F",0.023,"Lake","MECP",0.00031
"Trap Lake","2015-08-18",49.66028,-92.78861,"Black Crappie",336,630,"F",0.028,"Lake","MECP",0.00105
"Trap Lake","2015-08-18",49.66028,-92.78861,"LWF",391,659,"M",0.015,"Lake","MECP",0.00583
"Trap Lake","2015-08-18",49.66028,-92.78861,"LWF",421,812,"F",0.009,"Lake","MECP",0.00392
"Trap Lake","2015-08-18",49.66028,-92.78861,"MUSK",424,891,"F",0.012,"Lake","MECP",0.01298
"Trap Lake","2015-08-18",49.66028,-92.78861,"MUSK",457,1170,"F",0.01,"Lake","MECP",0.00339
"Trap Lake","2015-08-17",49.66028,-92.78861,"NP",394,325,"",0.016,"Lake","MECP",0.02289
"Trap Lake","2015-08-17",49.66028,-92.78861,"NP",422,373,"",0.012,"Lake","MECP",0.02296
"Trap Lake","2015-08-18",49.66028,-92.78861,"NP",1005,7200,"F",0.017,"Lake","MECP",0.00242
"Trap Lake","2015-08-18",49.66028,-92.78861,"SMB",394,866,"M",0.038,"Lake","MECP",0.012
"Trap Lake","2015-08-19",49.66028,-92.78861,"SMB",360,1557,"F",0.021,"Lake","MECP",0.01545
"Trap Lake","2015-08-19",49.66028,-92.78861,"SMB",482,1810,"M",0.051,"Lake","MECP",0.051
